(481,152),(525,202),2 
(567,238),(612,287),2 
(533,319),(591,381),2 
(504,339),(569,409),2 
(435,408),(487,466),2 
(514, 60),(564,113),3 
(610, 45),(665, 99),3 
(594,125),(646,176),3 
(694, 77),(746,129),3 
(673,172),(726,225),3 
(785,112),(838,166),3 
(769,190),(822,243),3 
(751,284),(803,335),3 
(871,170),(926,222),3 
(852,261),(902,315),3 
(753,284),(806,339),3 
(824,406),(873,457),3 
(900,422),(948,472),3 
(812,454),(860,504),3 
(888,468),(936,517),3 
(798,507),(849,558),3 
(874,524),(921,576),3 
(409,555),(460,607),3 
